,citys,latlong,spots,provinces
1416,南昌,"115.889486,28.674682",八一起义纪念馆,江西
1417,赣州,"115.168883,24.743127",明骏九曲旅游度假村,江西
1418,赣州,"115.402721,24.998089",三百山国家森林公园,江西
1419,九江,"115.929094,29.421675",庐山龙湾温泉,江西
1420,赣州,"114.974851,25.833946",五龙客家风情园,江西
1421,宜春,"114.281694,27.631886",明月山天沐水城,江西
1422,景德镇,"117.581969,29.544485",瑶里漂流,江西
1423,九江,"115.102706,29.260128",西海湾景区,江西
1424,赣州,"115.776873,25.169847",汉仙岩,江西
1425,赣州,"115.988950,26.512629",翠微峰,江西
1426,赣州,"114.905016,25.921331",通天岩,江西
1427,萍乡,"113.893822,27.602778",安源纪念馆,江西
1428,宜春,"115.367450,28.195480",贾家古村,江西
1429,景德镇,"117.159466,29.248673",得雨生态园,江西
1430,赣州,"114.924184,25.881934",宝葫芦农庄,江西
1431,赣州,"116.014381,25.873743",中央革命根据地博物馆,江西
1432,景德镇,"117.184116,29.305041",中国瓷园,江西
1433,上饶,"117.970653,28.396751",集中营旧址,江西
1434,赣州,"115.029852,25.860927",江西客家博物院,江西
1435,抚州,"116.357998,27.941801",名人雕塑园,江西
1436,哈尔滨,"126.586906,45.785625",哈尔滨极地馆,黑龙江
1437,哈尔滨,"126.898347,45.671779",伏尔加庄园,黑龙江
1438,哈尔滨,"126.601663,45.817380",东北虎林园,黑龙江
1439,哈尔滨,"126.680148,45.749121",哈尔滨龙塔,黑龙江
1440,哈尔滨,"128.464871,44.781507",亚布力新体委滑雪场,黑龙江
1441,牡丹江,"130.949041,44.358111",雪乡国家森林公园,黑龙江
1442,哈尔滨,"126.668890,45.780297",哈尔滨文化公园（哈尔滨游乐园）,黑龙江
1443,大庆,"124.865016,47.177010",林甸北国温泉,黑龙江
1444,哈尔滨,"127.423536,46.238483",大顶子山温泉旅游区,黑龙江
1445,大兴安岭,"122.360632,53.478450",北极村,黑龙江
1446,牡丹江,"130.949041,44.358111",火山口国家森林公园,黑龙江
1447,齐齐哈尔,"123.941964,47.345264",龙沙公园,黑龙江
1448,伊春,"128.887603,47.721843",悬羊峰国家地质公园,黑龙江
1449,哈尔滨,"127.114864,45.391435",哈尔滨北方森林动物园,黑龙江
1450,牡丹江,"129.115172,44.794718",海林横道东北虎林园,黑龙江
1451,哈尔滨,"126.575977,45.776484",黑龙江省科技馆,黑龙江
1452,大庆,"124.857515,47.173998",林甸温泉欢乐谷,黑龙江
1453,哈尔滨,"127.622370,44.670429",黑龙江凤凰山国家森林公园,黑龙江
1454,大庆,"124.052824,46.553289",阿木塔旅游度假村,黑龙江
1455,大庆,"124.886703,46.609399",铁人王进喜纪念馆,黑龙江
1456,鹤岗,"131.093221,47.679639",名山风景区,黑龙江
1457,伊春,"129.274228,48.231971",溪水国家森林公园,黑龙江
1458,伊春,"129.274228,48.231971",五营国家森林公园,黑龙江
1459,双鸭山,"131.131851,46.631225",安邦河湿地公园,黑龙江
1460,哈尔滨,"126.627250,45.770124",哈尔滨建筑艺术馆,黑龙江
1461,哈尔滨,"127.415048,45.743613",宾县二龙山旅游风景区,黑龙江
1462,齐齐哈尔,"123.926520,47.379680",明月岛,黑龙江
1463,佳木斯,"130.596461,46.255868",大亮子河国家森林公园,黑龙江
1464,伊春,"130.400598,48.897572",嘉荫恐龙国家地质公园,黑龙江
1465,哈尔滨,"128.848774,45.842103",中央欧陆风情旅游区,黑龙江
1466,牡丹江,"130.843813,44.026701",东宁日军侵华要塞,黑龙江
1467,伊春,"128.497199,46.803507",小兴安岭桃山景区,黑龙江
1468,伊春,"128.166874,46.927683",桃山河漂流,黑龙江
1469,吐鲁番,"89.553672,42.945659",火焰山景区,新疆
1470,巴音郭楞,"86.271519,41.337740",罗布人村寨,新疆
1471,伊犁,"80.411845,44.210157",霍尔果斯国门景区,新疆
1472,喀什,"77.040735,39.042162",达瓦昆沙漠旅游风景区,新疆
1473,克拉玛依,"85.746798,46.129675",乌尔禾魔鬼城,新疆
1474,昌吉,"87.434461,44.113262",杜氏旅游景区,新疆
1475,巴音郭楞,"84.734452,43.227317",和静县巩乃斯景区班禅沟,新疆
1476,吐鲁番,"89.130424,42.981432",坎儿井民俗园,新疆
1477,巴音郭楞,"87.020907,41.984289",博斯腾湖南岸景区,新疆
1478,乌鲁木齐,"87.604871,43.808570",红山公园,新疆
1479,伊犁,"80.874181,44.053592",霍城县解忧公主薫衣草园,新疆
1480,伊犁,"80.908179,43.993310",惠远古城,新疆
1481,乌鲁木齐,"87.584308,43.819620",新疆博物馆,新疆
1482,伊犁,"81.551949,43.875025",伊帕尔汗薰衣草观光园,新疆
1483,克拉玛依,"84.889207,45.579888",克拉玛依河,新疆
1484,博尔塔拉,"81.024816,44.968857",温泉县圣泉景区,新疆
1485,伊犁,"87.627704,43.793026",新疆库尔德宁旅游风景区,新疆
1486,石河子,"86.039904,44.302246",新疆兵团军垦博物馆,新疆
1487,乌鲁木齐,"87.635363,43.829703",水磨沟,新疆
1488,伊犁,"80.594454,42.678247",夏塔景区,新疆
1489,哈密,"93.010678,43.597413",清代粮仓,新疆
1490,阿勒泰,"86.682389,47.836555",新疆五彩滩,新疆
1491,喀什,"75.988532,39.473063",喀什民俗馆,新疆
1492,伊犁,"81.072276,43.836437",锡伯民俗风情园,新疆
1493,乌鲁木齐,"87.458633,43.755980",新疆九龙生态园,新疆
1494,阿勒泰,"86.418621,48.060846",哈巴河县白桦林公园,新疆
1495,乌鲁木齐,"87.523252,43.801335",西山老君庙,新疆
1496,哈密,"93.002687,43.599766",得胜门,新疆
1497,大理,"100.147046,25.681246",苍山国家地质公园,云南
1498,昆明,"102.660571,24.965846",云南民族村,云南
1499,丽江,"100.768523,27.678184",泸沽湖,云南
1500,西双版纳,"100.807721,21.992752",景洪曼听公园,云南
1501,西双版纳,"100.916385,21.988288",西双版纳原始森林公园,云南
1502,西双版纳,"100.857444,22.167180",野象谷,云南
1503,大理,"100.395834,25.944285",鸡足山,云南
1504,大理,"100.235007,25.601338",洱海,云南
1505,昆明,"102.640854,24.956885",昆明西山龙门景区,云南
1506,大理,"100.191160,25.901920",南诏风情岛,云南
1507,西双版纳,"100.814660,21.982150",望天树景区,云南
1508,昆明,"103.387449,25.079396",九乡风景名胜区,云南
1509,西双版纳,"100.946681,21.848291",傣族园,云南
1510,西双版纳,"100.808630,21.969980",勐泐大佛寺,云南
1511,迪庆,"100.052622,27.182851",香格里拉虎跳峡,云南
1512,西双版纳,"100.785772,22.007240",西双版纳热带花卉园,云南
1513,大理,"100.034510,25.637386",石门关,云南
1514,迪庆,"99.705874,27.860035",噶丹松赞林寺,云南
1515,昆明,"102.685728,25.018165",滇池索道,云南
1516,昆明,"102.771280,25.085657",昆明金殿风景名胜区,云南
1517,迪庆,"99.632014,27.793569",蓝月山谷石卡雪山景区,云南
1518,文山,"104.179640,24.041320",普者黑,云南
1519,德宏,"97.855477,24.017836",瑞丽市莫里热带雨林,云南
1520,丽江,"100.269036,26.764636",观音峡,云南
1521,西双版纳,"100.427643,21.986584",大益庄园,云南
1522,昆明,"102.673271,25.026470",大观楼,云南
1523,昆明,"102.672502,25.023283",大观公园,云南
1524,德宏,"98.588730,24.426124",勐巴娜西珍奇园,云南
1525,昭通,"104.370073,28.638047",西部大峡谷温泉,云南
1526,楚雄,"102.070994,24.969962",世界恐龙谷,云南
1527,迪庆,"99.705929,27.823053",香格里拉大峡谷巴拉格宗,云南
1528,丽江,"100.233435,26.886460",黑龙潭,云南
1529,红河,"102.826994,23.615908",朱家花园,云南
1530,玉溪,"102.492611,24.340224",映月潭温泉,云南
1531,红河,"102.823641,23.611960",建水文庙,云南
1532,红河,"103.051351,23.632420",建水燕子洞风景区,云南
1533,曲靖,"103.824417,25.553426",珠江源,云南
1534,曲靖,"104.427344,25.013073",九龙瀑布群,云南
1535,普洱,"101.079614,23.096042",普洱茶马古道旅游景区,云南
1536,玉溪,"102.841792,24.563293",澄江禄充景区,云南
1537,昆明,"102.847430,24.980308",云南民族大观园,云南
1538,保山,"98.447787,25.018479",和顺古镇,云南
1539,曲靖,"103.707026,24.879646",彩色沙林,云南
1540,德宏,"98.296420,24.806719",梁河南甸土司衙门,云南
1541,迪庆,"98.633013,28.541342",梅里雪山,云南
1542,普洱,"101.688593,23.431270",北回归线标志园,云南
1543,玉溪,"102.490903,24.333165",汇龙温泉文化庄园,云南
1544,红河,"103.752426,24.557608",阿庐古洞,云南
1545,西双版纳,"100.432659,21.988204",云茶园,云南
1546,楚雄,"101.517499,25.057054",彝人部落,云南
1547,楚雄,"101.518544,25.058169",彝人古镇,云南
1548,西双版纳,"100.432835,21.988023",西双版纳茶马古道景区,云南
1549,丽江,"100.868613,26.582073",玉水寨,云南
1550,曲靖,"104.253820,24.625746",师宗凤凰谷,云南
1551,昆明,"102.755442,24.954666",官渡古镇,云南
1552,玉溪,"102.757034,24.105077",秀山历史文化公园,云南
1553,大理,"100.179089,26.615500",鹤庆新华村,云南
1554,楚雄,"101.548149,25.024734",楚雄州博物馆,云南
1555,昆明,"102.776279,24.933987",螺蛳湾国际商贸城景区,云南
1556,黔东南,"108.172220,26.496280",西江千户苗寨,贵州
1557,贵阳,"106.779259,26.618363",贵御温泉旅游区,贵州
1558,毕节,"105.771060,26.663626",织金洞,贵州
1559,贵阳,"106.403330,26.531072",红枫湖,贵州
1560,贵阳,"106.696781,26.587617",黔灵公园,贵州
1561,贵阳,"106.759543,26.609272",保利国际温泉,贵州
1562,贵阳,"106.693835,26.860244",贵阳森林野生动物园,贵州
1563,安顺,"105.679730,25.948345",天星桥,贵州
1564,遵义,"105.749757,28.342444",赤水丹霞旅游区·大瀑布,贵州
1565,遵义,"105.703425,28.528281",赤水丹霞旅游区·燕子岩,贵州
1566,铜仁,"108.226324,27.510679",石阡古温泉水上乐园,贵州
1567,铜仁,"109.210745,27.521601",朱砂古镇（万山国家矿山公园）,贵州
1568,铜仁,"108.226986,27.511505",石阡温泉群,贵州
1569,贵阳,"106.974405,26.934046",南江大峡谷,贵州
1570,遵义,"106.920801,27.688294",遵义会议会址,贵州
1571,黔南,"107.858518,25.398466",荔波樟江,贵州
1572,黔东南,"108.124256,27.030201",施秉云台山,贵州
1573,黔南,"107.075144,26.018359",掌布,贵州
1574,贵阳,"106.725706,26.739265",蓬莱仙界大景区,贵州
1575,遵义,"107.281751,27.645889",云门囤,贵州
1576,遵义,"105.948589,28.399094",丹霞谷,贵州
1577,遵义,"106.927389,27.725654",遵义台湾邨,贵州
1578,遵义,"105.998649,28.276146",四渡赤水纪念馆,贵州
1579,遵义,"107.446922,27.377855",飞龙寨风景区,贵州
1580,厦门,"118.106292,24.429742",胡里山炮台,福建
1581,厦门,"118.109729,24.447846",厦门园林植物园,福建
1582,厦门,"117.940347,24.558541",厦门日月谷温泉渡假村,福建
1583,厦门,"118.174136,24.678993",厦门方特梦幻王国,福建
1584,漳州,"118.023545,24.207983",火山岛自然生态风景区,福建
1585,厦门,"118.076507,24.624930",厦门老院子景区,福建
1586,龙岩,"116.800220,25.715098",冠豸山,福建
1587,南平,"118.008136,27.727235",武夷温泉,福建
1588,福州,"119.011581,25.872360",福建天门山,福建
1589,泉州,"118.561150,24.872084",仙公山,福建
1590,漳州,"117.684694,24.325375",东南花都花博园,福建
1591,泉州,"118.929457,24.875055",崇武古城,福建
1592,三明,"118.552720,26.144580",侠天下旅游区,福建
1593,漳州,"117.888917,24.518083",东山风动石,福建
1594,福州,"118.959868,25.759075",青云山,福建
1595,泉州,"118.110238,25.709984",德化九仙山,福建
1596,漳州,"117.508757,24.068062",天福茶博物院,福建
1597,龙岩,"116.139210,25.135965",梁野山,福建
1598,三明,"117.466167,26.734806",玉华洞,福建
1599,福州,"119.293400,25.708208",石竹山风景区,福建
1600,龙岩,"116.786461,25.643331",天一温泉度假村,福建
1601,泉州,"118.585413,24.914270",开元寺,福建
1602,厦门,"118.242020,24.789940",北辰山,福建
1603,厦门,"118.105531,24.565723",嘉庚公园,福建
1604,三明,"117.420280,26.022085",桃源洞,福建
1605,福州,"119.397398,26.092856",天生农庄,福建
1606,福州,"119.375105,26.053205",鼓山,福建
1607,莆田,"119.132693,25.086997",湄洲岛,福建
1608,泉州,"117.943592,25.427610",牛姆林生态旅游区,福建
1609,龙岩,"117.321851,25.620735",水上茶乡九鹏溪,福建
1610,南平,"117.861120,27.870840",大安源生态旅游景区,福建
1611,泉州,"118.125478,25.122283",清水岩,福建
1612,厦门,"118.141683,24.647544",厦门古龙酱文化园,福建
1613,厦门,"118.165123,24.744308",同安影视城,福建
1614,厦门,"118.131378,24.791943",翠丰温泉,福建
1615,福州,"119.284041,26.164310",福州国家森林公园,福建
1616,福州,"119.407211,26.244863",贵安国际大剧院,福建
1617,南平,"117.808642,26.860831",华阳山,福建
1618,龙岩,"116.826947,25.216043",古田会议会址,福建
1619,漳州,"117.757157,24.499187",云洞岩,福建
1620,福州,"119.308213,26.078126",于山,福建
1621,泉州,"118.515361,25.594364",石牛山国家森林公园,福建
1622,龙岩,"116.366797,25.833102",长汀红色旧址群旅游区,福建
1623,莆田,"119.069909,25.374136",莆田工艺美术城,福建
1624,三明,"117.774187,26.395744",沙县小吃文化城,福建
1625,三明,"117.479170,26.167856",格氏栲自然保护区,福建
1626,福州,"119.296494,26.074507",福州市中国船政文化景区,福建
1627,三明,"117.656522,26.352410",瑞云山,福建
1628,漳州,"117.490445,24.348968",三平风景区,福建
1629,延边,"130.608802,42.438343",防川风景区,吉林
1630,长春,"125.403844,43.837651",东北师范大学东北民族民俗博物馆,吉林
1631,长春,"125.746687,43.861025",长春莲花山滑雪场,吉林
1632,长春,"125.706862,43.595358",御龙温泉,吉林
1633,吉林市,"126.707559,43.751869",圣鑫葡萄酒庄,吉林
1634,吉林市,"127.338017,43.829926",拉法山,吉林
1635,通化,"126.418881,42.346834",龙湾国家森林公园,吉林
1636,延边,"129.508946,42.891253",延边东北虎林园,吉林
1637,延边,"128.114033,42.421556",长白山峡谷浮石林,吉林
1638,通化,"126.059160,41.575864",白鸡峰森林公园,吉林
1639,延边,"128.114033,42.421556",长白山原始萨满部落,吉林
1640,吉林市,"126.617860,43.422126",北大壶滑雪场,吉林
1641,吉林市,"126.697369,43.718475",松花湖风景名胜区,吉林
1642,吉林市,"126.786490,43.651168",五虎岛游乐园（水世界）,吉林
1643,长春,"125.365617,43.825442",北湖湿地公园,吉林
1644,长春,"125.848494,43.942280",庙香山风景区,吉林
1645,四平,"125.317972,43.342954",伊通满族博物馆,吉林
1646,四平,"125.411391,43.350912",牧情谷旅游风景区,吉林
1647,吉林市,"126.527305,43.842957",北山公园,吉林
1648,白城,"123.584786,45.937319",莫莫格自然保护区,吉林
1649,通化,"126.163436,41.147933",高句丽文物古迹旅游景区,吉林
1650,延边,"129.657385,42.900942",海兰湖风景区,吉林
1651,通化,"126.216488,41.144240",高句丽王城,吉林
1652,白城,"122.344776,45.032059",通榆向海景区,吉林
1653,通化,"125.777180,41.681880",通化山葡萄酒文化产业园,吉林
1654,白山,"127.286569,42.421579",北山生态森林植物园,吉林
1655,芜湖,"118.157112,30.971063",马仁奇峰,安徽
1656,黄山,"118.339016,29.686967",黄山翡翠谷,安徽
1657,黄山,"117.906745,29.899833",南屏古镇,安徽
1658,合肥,"117.294842,31.857313",包公园,安徽
1659,黄山,"118.040612,29.820129",齐云山,安徽
1660,合肥,"117.629387,31.362797",岱山湖,安徽
1661,黄山,"118.206708,30.093765",黄山九龙瀑,安徽
1662,宣城,"118.026316,30.512969",查济古村,安徽
1663,安庆,"116.092343,30.867319",明堂山,安徽
1664,马鞍山,"118.462065,31.654253",采石矶,安徽
1665,合肥,"117.103496,31.321270",金孔雀温泉,安徽
1666,合肥,"117.291261,31.864593",李鸿章故居,安徽
1667,安庆,"116.331437,30.445492",五千年文博园,安徽
1668,宣城,"118.718284,30.977481",敬亭山,安徽
1669,滁州,"118.281902,32.276983",琅琊山,安徽
1670,池州,"117.494078,30.098571",石台牯牛降,安徽
1671,滁州,"117.594877,32.652015",狼巷迷谷,安徽
1672,黄山,"118.389047,29.744433",花山谜窟,安徽
1673,宣城,"119.607258,31.115658",太极洞,安徽
1674,六安,"115.896714,31.244588",燕子河大峡谷,安徽
1675,池州,"117.474738,30.655111",杏花村,安徽
1676,黄山,"117.818937,30.084842",打鼓岭,安徽
1677,宿州,"117.052901,34.024061",皇藏峪国家森林公园,安徽
1678,黄山,"118.441715,29.814824",黄山雄村景区,安徽
1679,池州,"117.548954,30.225485",蓬莱仙洞,安徽
